post,normalized claim
"Das sind die Dinge die wir nicht sehen sollen.
Heute in der Oberpfalz aufgenommen, 6 !!!
LKW mit Hilfsgüter für das Kriegsgebiet
Ukraine welche wieder entladen wurden
um anschließend in der örtlichen
Müllverbrennung
zu landen. Ob das die",Spenden für die Ukraine werden vernichtet.
"Das gefährliche an der ""Indischen"" - Mutante sind die Bananenkisten ! 

Sie raffen wirklich alles dahin ! Das gefährliche an der ""Indischen"" - Mutante sind die Bananenkisten ! 

Sie raffen wirklich alles dahin ! Das gefährliche an der ""Indischen"" - Mutante sind die Bananenkisten ! 

Sie raffen wirklich alles dahin ! None","Die Aufnahme zeigt, wie mit Bananenkisten Corona-Tote inszeniert werden."
"INDI
madri
Georgy Zaripov 4. März 2020 um 22:26.
Greta Thunberg forderte die Chinesen dazu auf,
traditionelle Lebensmittelstäbchen aufzugeben und damit
die Bäume zu konservieren!
Die Chinesen forderten Greta auf, in die Schule
zurückzukehren, wo sie herausfinden kann, welche
Stäbchen aus Bambus sind, und Bambus ist Gras! Die
Chinesen haben Greta und ihre Freunde auch aufgefordert,
sich zu weigern, ihren Arsch mit Toilettenpapier
abzuwischen, denn das sind Bäume!
Bewerte diese Übersetzung:
.","Greta Thunberg forderte China auf, Essstäbchen zu verbieten"
"+++ Erster Test kann Covid-19 von Influenza unterscheiden +++

Man muss sich diese Meldung mal auf der Zunge zergehen lassen. Die aktuellen Tests können nicht unterscheiden, ob es Covid-19 oder Influenza ist. 
Das passt dann auch zu der Tatsache, dass Influenzaerkrankung  offenbar fast gegen Null tendieren. 
Es wäre ja nicht so tragisch, wenn nicht auf Grundlage der dann offensichtlich falschen Covid-19 Tests ein komplettes Land gegen die Wand gefahren werden.
Es bleibt zu hoffen, dass dies im Nachgang mit Hilfe der AfD in einem Untersuchungsausschuss transparent und vollumfänglich aufgearbeitet wird und die Verantwortlichen dieses Desasters ihrer gerechten Strafe zugeführt werden. +++ Erster Test kann Covid-19 von Influenza unterscheiden +++

Man muss sich diese Meldung mal auf der Zunge zergehen lassen. Die aktuellen Tests können nicht unterscheiden, ob es Covid-19 oder Influenza ist. 
Das passt dann auch zu der Tatsache, dass Influenzaerkrankung  offenbar fast gegen Null tendieren. 
Es wäre ja nicht so tragisch, wenn nicht auf Grundlage der dann offensichtlich falschen Covid-19 Tests ein komplettes Land gegen die Wand gefahren werden.
Es bleibt zu hoffen, dass dies im Nachgang mit Hilfe der AfD in einem Untersuchungsausschuss transparent und vollumfänglich aufgearbeitet wird und die Verantwortlichen dieses Desasters ihrer gerechten Strafe zugeführt werden. +++ Erster Test kann Covid-19 von Influenza unterscheiden +++

Man muss sich diese Meldung mal auf der Zunge zergehen lassen. Die aktuellen Tests können nicht unterscheiden, ob es Covid-19 oder Influenza ist. 
Das passt dann auch zu der Tatsache, dass Influenzaerkrankung  offenbar fast gegen Null tendieren. 
Es wäre ja nicht so tragisch, wenn nicht auf Grundlage der dann offensichtlich falschen Covid-19 Tests ein komplettes Land gegen die Wand gefahren werden.
Es bleibt zu hoffen, dass dies im Nachgang mit Hilfe der AfD in einem Untersuchungsausschuss transparent und vollumfänglich aufgearbeitet wird und die Verantwortlichen dieses Desasters ihrer gerechten Strafe zugeführt werden. Symbolbild: Pixabay
Das französische Diagnostikunternehmen
Biomerieux freut sich, die Zertifizierung
für neuartige Corona-Tests erhalten zu
haben. Damit soll es bald möglich sein,
das Corona-Virus von einer Grippe zu
unterscheiden, berichtet der ORF. Das
wirft fragen auf: Konnten wir Corona
bisher nicht einmal von Grippeviren
unterscheiden?
11
Sie hören richtig: Bisher war es nicht möglich,
Erkältungsviren von SARS-Cov-2 in
Testverfahren zuverlässig zu unterscheiden.",PCR-Tests können Corona- und Grippeviren nicht unterscheiden
">DIVOC< bedeutet auf hebräisch >SPALTUNG< und in der jüdischen Mythologie :
>Besessenheit durch einen bösen Geist <
Und jetzt lies das Wort mal rückwärts! >DIVOC< bedeutet auf hebräisch >SPALTUNG< und in der jüdischen Mythologie :
>Besessenheit durch einen bösen Geist <
Und jetzt lies das Wort mal rückwärts! >DIVOC< bedeutet auf hebräisch >SPALTUNG< und in der jüdischen Mythologie :
>Besessenheit durch einen bösen Geist <
Und jetzt lies das Wort mal rückwärts! None",Covid rückwärts gelesen bedeutet auf Hebräisch Spaltung.
"Muss die Beschreibung etwas anpassen,  damit die Fucktencheker die Ruhe geben😅

Update: für die, die alles anzweifeln, wo kein Link gepostet wird: Rolf Kron ist praktischer Arzt und Homöopath http://www.rolf-kron.de//pages/zu-den-verschiedenen-therapiemoeglichkeiten.php

S_Update: Leute, ich werde die ""Kommentatoren"", die beleidigen oder Worte wie ""Nazi"", ""Rassismus"" usw. benutzen, einfach ignorieren oder nach Möglichkeit sperren. Die Meinungsfreiheit und Denkfreiheit ist uns noch nicht entnommen worden. Hört auf euch als Präsapiens zu benehmen. Muss die Beschreibung etwas anpassen,  damit die Fucktencheker die Ruhe geben😅

Update: für die, die alles anzweifeln, wo kein Link gepostet wird: Rolf Kron ist praktischer Arzt und Homöopath http://www.rolf-kron.de//pages/zu-den-verschiedenen-therapiemoeglichkeiten.php

S_Update: Leute, ich werde die ""Kommentatoren"", die beleidigen oder Worte wie ""Nazi"", ""Rassismus"" usw. benutzen, einfach ignorieren oder nach Möglichkeit sperren. Die Meinungsfreiheit und Denkfreiheit ist uns noch nicht entnommen worden. Hört auf euch als Präsapiens zu benehmen. Muss die Beschreibung etwas anpassen,  damit die Fucktencheker die Ruhe geben😅

Update: für die, die alles anzweifeln, wo kein Link gepostet wird: Rolf Kron ist praktischer Arzt und Homöopath http://www.rolf-kron.de//pages/zu-den-verschiedenen-therapiemoeglichkeiten.php

S_Update: Leute, ich werde die ""Kommentatoren"", die beleidigen oder Worte wie ""Nazi"", ""Rassismus"" usw. benutzen, einfach ignorieren oder nach Möglichkeit sperren. Die Meinungsfreiheit und Denkfreiheit ist uns noch nicht entnommen worden. Hört auf euch als Präsapiens zu benehmen. None","Covid-19 ist nur eine Grippe, die zu keiner Übersterblichkeit geführt hat."
"#‎diewahrheitliegtaufderanderenseite‬ Zitatquelle RKI: Täglicher Lagebericht des RKI - Anfang Seite 2 https://www.rki.de/…/Situations…/Nov_2020/2020-11-01-de.pdf… PCR-Test weist keine Infektion sondern lediglich Kontakt nach https://youtu.be/cL6rruS5kkI Testexzesse - Verunsicherung der Bürger https://youtu.be/JLEb-3fE_DA Lauterbach und die PCR-Tests https://youtu.be/gV7U0qZy6zQ Die Maßnahmen Tragödie - Anfangs alles richtig - später alles nichtig https://youtu.be/huxiQOPmB3U ICI - Pressekonferenz: Wie gefährlich ist Covid-19? - vom 07.10.2020 https://youtu.be/AW6eF8zxCHw ............................. Ihr findet uns auf: Telegram: https://t.me/Wahrheit2 Facebook: https://www.facebook.com/Die.Wahrheit2 Gruppe: https://www.facebook.com/groups/697038277135282#truth lies on the other side

Source of quote RKI:
Daily situation report of the RKI - beginning page 2
https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/Nov_2020/2020-11-01-de.pdf?__blob=publicationFile

PCR test shows no infection, just contact proof
https://youtu.be/cL6rruS5kkI

Test extremists - uncertainty of citizens
https://youtu.be/JLEb-3fE_DA

Lauterbach and the PCR tests
https://youtu.be/gV7U0qZy6zQ

The measures tragedy - everything is right at first - later everything is void
https://youtu.be/huxiQOPmB3U

ICI press conference: How dangerous is covid-19? - from 07.10.2020
https://youtu.be/AW6eF8zxCHw

.............................
You can find us on:

Telegram:
https://t.me/Wahrheit2

Facebook:
https://www.facebook.com/Die.Wahrheit2
Group:
https://www.facebook.com/groups/697038277135282Translated #‎diewahrheitliegtaufderanderenseite‬ Zitatquelle RKI: Täglicher Lagebericht des RKI - Anfang Seite 2 https://www.rki.de/…/Situations…/Nov_2020/2020-11-01-de.pdf… PCR-Test weist keine Infektion sondern lediglich Kontakt nach https://youtu.be/cL6rruS5kkI Testexzesse - Verunsicherung der Bürger https://youtu.be/JLEb-3fE_DA Lauterbach und die PCR-Tests https://youtu.be/gV7U0qZy6zQ Die Maßnahmen Tragödie - Anfangs alles richtig - später alles nichtig https://youtu.be/huxiQOPmB3U ICI - Pressekonferenz: Wie gefährlich ist Covid-19? - vom 07.10.2020 https://youtu.be/AW6eF8zxCHw ............................. Ihr findet uns auf: Telegram: https://t.me/Wahrheit2 Facebook: https://www.facebook.com/Die.Wahrheit2 Gruppe: https://www.facebook.com/groups/697038277135282#truth lies on the other side

Source of quote RKI:
Daily situation report of the RKI - beginning page 2
https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/Nov_2020/2020-11-01-de.pdf?__blob=publicationFile

PCR test shows no infection, just contact proof
https://youtu.be/cL6rruS5kkI

Test extremists - uncertainty of citizens
https://youtu.be/JLEb-3fE_DA

Lauterbach and the PCR tests
https://youtu.be/gV7U0qZy6zQ

The measures tragedy - everything is right at first - later everything is void
https://youtu.be/huxiQOPmB3U

ICI press conference: How dangerous is covid-19? - from 07.10.2020
https://youtu.be/AW6eF8zxCHw

.............................
You can find us on:

Telegram:
https://t.me/Wahrheit2

Facebook:
https://www.facebook.com/Die.Wahrheit2
Group:
https://www.facebook.com/groups/697038277135282Translated #‎diewahrheitliegtaufderanderenseite‬ Zitatquelle RKI: Täglicher Lagebericht des RKI - Anfang Seite 2 https://www.rki.de/…/Situations…/Nov_2020/2020-11-01-de.pdf… PCR-Test weist keine Infektion sondern lediglich Kontakt nach https://youtu.be/cL6rruS5kkI Testexzesse - Verunsicherung der Bürger https://youtu.be/JLEb-3fE_DA Lauterbach und die PCR-Tests https://youtu.be/gV7U0qZy6zQ Die Maßnahmen Tragödie - Anfangs alles richtig - später alles nichtig https://youtu.be/huxiQOPmB3U ICI - Pressekonferenz: Wie gefährlich ist Covid-19? - vom 07.10.2020 https://youtu.be/AW6eF8zxCHw ............................. Ihr findet uns auf: Telegram: https://t.me/Wahrheit2 Facebook: https://www.facebook.com/Die.Wahrheit2 Gruppe: https://www.facebook.com/groups/697038277135282#truth lies on the other side

Source of quote RKI:
Daily situation report of the RKI - beginning page 2
https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/Nov_2020/2020-11-01-de.pdf?__blob=publicationFile

PCR test shows no infection, just contact proof
https://youtu.be/cL6rruS5kkI

Test extremists - uncertainty of citizens
https://youtu.be/JLEb-3fE_DA

Lauterbach and the PCR tests
https://youtu.be/gV7U0qZy6zQ

The measures tragedy - everything is right at first - later everything is void
https://youtu.be/huxiQOPmB3U

ICI press conference: How dangerous is covid-19? - from 07.10.2020
https://youtu.be/AW6eF8zxCHw

.............................
You can find us on:

Telegram:
https://t.me/Wahrheit2

Facebook:
https://www.facebook.com/Die.Wahrheit2
Group:
https://www.facebook.com/groups/697038277135282Translated Der epidemiologische Treppenwitz
Zitat des Robert-Koch-Instituts:
In Einklang mit den internationalen Standards der WHO
und des ECDC wertet das RKI alle labordiagnostischen
PCR-Nachweise von SARS-CoV-2 unabhängig vom
Vorhandensein oder der Ausprägung einer
klinischen Symptomatik als COVID-19-Fälle.
Folgender Sachverhalt wird somit eingestanden:
Positiv getestet # Infektion
Angesichts millionenfacher Massentestungen an
gesunden Personen (obwohl keiner der weltweit über
400 angewandten PCR-Tests dafür zugelassen ist) kann
ohne Weiteres davon ausgegangen werden, dass der
Lockdown 2.0 absolut UNVERÄLTNISMÄBIG und damit
VERFASSUNGSWIDRIG
ist!!!
DIE WAHRHEIT LIEGT AUF DER ANDEREN SEITE
ENTDECKUNGEN AUF DER SUCHE NACH DEM WARUM","Das Robert Koch Institut gesteht ein, dass positive Corona-Tests keine Infektion anzeigen"
"UNSER HERZ WEINT 💔😪

Ukrainischer Junge scheinbar allein in Polen -
Die Tränen dieses Kindes werden zum Symbol des Krieges

Es sind Bilder, die man nur schwer wieder vergessen kann: Dieser kleine ukrainische Junge kommt weinend und alleine bei einer Flüchtlings-Station in Polen an. Nur eine kleine Plastik-Tüte mit wenig Inhalt und eine Tafel Schokolade trägt er bei sich.

Ganz allein geht der ukrainische Flüchtlingsjunge einen gepflasterten Weg entlang, weinend. Niemand von den Menschen um ihn herum scheint ihn zu begleiten. Wo sind seine Eltern, Geschwister oder Verwandten? Die anderen Menschen um ihn herum lassen den kleinen Jungen, dessen Name nicht bekannt ist, in diesem Moment in Ruhe.

Es sind schreckliche Szenen, die der Krieg hervorruft, dazu gehört auch dieses Video. Der Junge ist eines von vielen plötzlich heimatlosen Kindern, deren Bilder seit Tagen um die Welt gehen und seit Tagen die Menschen bewegen. Das Schicksal der Ukrainer, die von einem Moment auf den anderen ihr sicheres Leben verloren haben, lässt wohl niemanden kalt. Besonders dann, wenn man sieht, wie sehr die Kinder unter der Situation leiden. Daher werden die Tränen dieses Jungen zum Symbol des schrecklichen Kriegs in der Ukraine. UNSER HERZ WEINT 💔😪

Ukrainischer Junge scheinbar allein in Polen -
Die Tränen dieses Kindes werden zum Symbol des Krieges

Es sind Bilder, die man nur schwer wieder vergessen kann: Dieser kleine ukrainische Junge kommt weinend und alleine bei einer Flüchtlings-Station in Polen an. Nur eine kleine Plastik-Tüte mit wenig Inhalt und eine Tafel Schokolade trägt er bei sich.

Ganz allein geht der ukrainische Flüchtlingsjunge einen gepflasterten Weg entlang, weinend. Niemand von den Menschen um ihn herum scheint ihn zu begleiten. Wo sind seine Eltern, Geschwister oder Verwandten? Die anderen Menschen um ihn herum lassen den kleinen Jungen, dessen Name nicht bekannt ist, in diesem Moment in Ruhe.

Es sind schreckliche Szenen, die der Krieg hervorruft, dazu gehört auch dieses Video. Der Junge ist eines von vielen plötzlich heimatlosen Kindern, deren Bilder seit Tagen um die Welt gehen und seit Tagen die Menschen bewegen. Das Schicksal der Ukrainer, die von einem Moment auf den anderen ihr sicheres Leben verloren haben, lässt wohl niemanden kalt. Besonders dann, wenn man sieht, wie sehr die Kinder unter der Situation leiden. Daher werden die Tränen dieses Jungen zum Symbol des schrecklichen Kriegs in der Ukraine. UNSER HERZ WEINT 💔😪

Ukrainischer Junge scheinbar allein in Polen -
Die Tränen dieses Kindes werden zum Symbol des Krieges

Es sind Bilder, die man nur schwer wieder vergessen kann: Dieser kleine ukrainische Junge kommt weinend und alleine bei einer Flüchtlings-Station in Polen an. Nur eine kleine Plastik-Tüte mit wenig Inhalt und eine Tafel Schokolade trägt er bei sich.

Ganz allein geht der ukrainische Flüchtlingsjunge einen gepflasterten Weg entlang, weinend. Niemand von den Menschen um ihn herum scheint ihn zu begleiten. Wo sind seine Eltern, Geschwister oder Verwandten? Die anderen Menschen um ihn herum lassen den kleinen Jungen, dessen Name nicht bekannt ist, in diesem Moment in Ruhe.

Es sind schreckliche Szenen, die der Krieg hervorruft, dazu gehört auch dieses Video. Der Junge ist eines von vielen plötzlich heimatlosen Kindern, deren Bilder seit Tagen um die Welt gehen und seit Tagen die Menschen bewegen. Das Schicksal der Ukrainer, die von einem Moment auf den anderen ihr sicheres Leben verloren haben, lässt wohl niemanden kalt. Besonders dann, wenn man sieht, wie sehr die Kinder unter der Situation leiden. Daher werden die Tränen dieses Jungen zum Symbol des schrecklichen Kriegs in der Ukraine. None",Dieser Junge überquert allein die polnisch-ukrainische Grenze.
"UNFASSBAR!!!
Rudolf Henke CDU - zur Impfpflicht bei Kindern!! UNFASSBAR!!!
Rudolf Henke CDU - zur Impfpflicht bei Kindern!! UNFASSBAR!!!
Rudolf Henke CDU - zur Impfpflicht bei Kindern!! None",Dieser CDU-Parlamentarier fordert eine Zwangsimpfung für Kinder
"Fehlender Kontext? Wer immer noch glaubt wir leben in Meinungsfreiheit der wird mit der FB Reaktion hier eines Besseren belehrt. 
Der Kontext ist doch offensichtlich. Dank Miss Corinna dürfen Kinder zumindest in einer der B*Haus Filialen nicht mit zum Einkauf. 

Mein ursprünglicher Text: 
Wen wundert sowas noch?
Auf nimmer Wiedersehen Bauhaus! Fehlender Kontext? Wer immer noch glaubt wir leben in Meinungsfreiheit der wird mit der FB Reaktion hier eines Besseren belehrt. 
Der Kontext ist doch offensichtlich. Dank Miss Corinna dürfen Kinder zumindest in einer der B*Haus Filialen nicht mit zum Einkauf. 

Mein ursprünglicher Text: 
Wen wundert sowas noch?
Auf nimmer Wiedersehen Bauhaus! Fehlender Kontext? Wer immer noch glaubt wir leben in Meinungsfreiheit der wird mit der FB Reaktion hier eines Besseren belehrt. 
Der Kontext ist doch offensichtlich. Dank Miss Corinna dürfen Kinder zumindest in einer der B*Haus Filialen nicht mit zum Einkauf. 

Mein ursprünglicher Text: 
Wen wundert sowas noch?
Auf nimmer Wiedersehen Bauhaus! Sehr geehrte Kunden,
auf Grund der aktuellen
Situation
ist das Einkaufen mit
Kindern
nicht erlaubt!
Vielen Dank für Ihr Verständnis.
Ihr BAUHAUS-Team
台北",Dieses Schild zeigt ein aktuelles Einkaufsverbot mit Kindern in einem Baumarkt.
