post,normalized claim
"#هل_تعلم
لماذا يمنع الطيران فوق الكعبة المشرفة ؟
ولا يوجد مطار فى مكة المكرمة 
معلومة قد تذهلكم 
المعلومة التى أدخلت الكثير الإسلام
تعتبر الكعبة المشرفة مركز الأرض فهى تقع وسط بقعة الأرض التى تخلو من اي ميلان أو انحراف أو إعوجاج 
ولكونها مركز الجاذبية الأرضية فهى بطبيعة الحال تقوم بجذب الشحنات المغناطيسية ولهذا فإنها أول نقطة تستقبل إشراق الشمس
ولهذه الأسباب ولكون الكعبة المشرفة مركز الجاذبية الأرضية وهى مركز جذب وإلتقاء الإشاعات الكونية للجاذبية على سطح الأرض فإن منطقة فراغ فى طبقات الهواء التى تعلو مكة المكرمة يستحيل التحليق فوقها سواء من قبل الطيور أو حتى الطائرات لأنها مركز جذب مغناطيسى 
وهذا ما يفسر أنه برغم كثرة الطيور بالكعبة الا أنها تطير حولها وليس فوقها 
والجدير بالذكر أن الكعبة المشرفة هي نور الأرض حيث يخرج نور من الكعبة ويعبر الفضاء الخارجي إلى السماء ويقال أن هذا النور يصل ويلتقى عند بيت الله المعمور فى السماء 
أى يتعامد بيت الله المعمور فى السماء مع بيت الله الحرام فى الأرض 
إذا أتممت القراءة أكتب (سبحان الله)

# زهرة حوران #هل_تعلم
لماذا يمنع الطيران فوق الكعبة المشرفة ؟
ولا يوجد مطار فى مكة المكرمة 
معلومة قد تذهلكم 
المعلومة التى أدخلت الكثير الإسلام
تعتبر الكعبة المشرفة مركز الأرض فهى تقع وسط بقعة الأرض التى تخلو من اي ميلان أو انحراف أو إعوجاج 
ولكونها مركز الجاذبية الأرضية فهى بطبيعة الحال تقوم بجذب الشحنات المغناطيسية ولهذا فإنها أول نقطة تستقبل إشراق الشمس
ولهذه الأسباب ولكون الكعبة المشرفة مركز الجاذبية الأرضية وهى مركز جذب وإلتقاء الإشاعات الكونية للجاذبية على سطح الأرض فإن منطقة فراغ فى طبقات الهواء التى تعلو مكة المكرمة يستحيل التحليق فوقها سواء من قبل الطيور أو حتى الطائرات لأنها مركز جذب مغناطيسى 
وهذا ما يفسر أنه برغم كثرة الطيور بالكعبة الا أنها تطير حولها وليس فوقها 
والجدير بالذكر أن الكعبة المشرفة هي نور الأرض حيث يخرج نور من الكعبة ويعبر الفضاء الخارجي إلى السماء ويقال أن هذا النور يصل ويلتقى عند بيت الله المعمور فى السماء 
أى يتعامد بيت الله المعمور فى السماء مع بيت الله الحرام فى الأرض 
إذا أتممت القراءة أكتب (سبحان الله)

# زهرة حوران #هل_تعلم
لماذا يمنع الطيران فوق الكعبة المشرفة ؟
ولا يوجد مطار فى مكة المكرمة 
معلومة قد تذهلكم 
المعلومة التى أدخلت الكثير الإسلام
تعتبر الكعبة المشرفة مركز الأرض فهى تقع وسط بقعة الأرض التى تخلو من اي ميلان أو انحراف أو إعوجاج 
ولكونها مركز الجاذبية الأرضية فهى بطبيعة الحال تقوم بجذب الشحنات المغناطيسية ولهذا فإنها أول نقطة تستقبل إشراق الشمس
ولهذه الأسباب ولكون الكعبة المشرفة مركز الجاذبية الأرضية وهى مركز جذب وإلتقاء الإشاعات الكونية للجاذبية على سطح الأرض فإن منطقة فراغ فى طبقات الهواء التى تعلو مكة المكرمة يستحيل التحليق فوقها سواء من قبل الطيور أو حتى الطائرات لأنها مركز جذب مغناطيسى 
وهذا ما يفسر أنه برغم كثرة الطيور بالكعبة الا أنها تطير حولها وليس فوقها 
والجدير بالذكر أن الكعبة المشرفة هي نور الأرض حيث يخرج نور من الكعبة ويعبر الفضاء الخارجي إلى السماء ويقال أن هذا النور يصل ويلتقى عند بيت الله المعمور فى السماء 
أى يتعامد بيت الله المعمور فى السماء مع بيت الله الحرام فى الأرض 
إذا أتممت القراءة أكتب (سبحان الله)

# زهرة حوران None",الكعبة مركز العالم
لحظة وفاة الرّئيس محمد مرسي لحظة وفاة الرّئيس محمد مرسي لحظة وفاة الرّئيس محمد مرسي None,لحظة وفاة الرّئيس محمد مرسي
"مشهد مرعب في نيجيريا اشتعال النار فوق ماء البحر بدون سبب🔥 
وإذا البحار سجرت🔥🔥🔥🔥سبحان الله 🔥 مشهد مرعب في نيجيريا اشتعال النار فوق ماء البحر بدون سبب🔥 
وإذا البحار سجرت🔥🔥🔥🔥سبحان الله 🔥 مشهد مرعب في نيجيريا اشتعال النار فوق ماء البحر بدون سبب🔥 
وإذا البحار سجرت🔥🔥🔥🔥سبحان الله 🔥 None",حريق غامض في البحر في نيجيريا
"#تونس تنتصر على وباء  كورونا ❤🇹🇳 
روعة 💗 #تونس تنتصر على وباء  كورونا ❤🇹🇳 
روعة 💗 #تونس تنتصر على وباء  كورونا ❤🇹🇳 
روعة 💗 None",تونس تنتصر على وباء كورونا
الطفله اللتي حركت مشاعر الملايين.. وأغضبت رئيس الصين .. ولن يرث الله الارض إلا للأحرار المؤمنين الطفله اللتي حركت مشاعر الملايين.. وأغضبت رئيس الصين .. ولن يرث الله الارض إلا للأحرار المؤمنين الطفله اللتي حركت مشاعر الملايين.. وأغضبت رئيس الصين .. ولن يرث الله الارض إلا للأحرار المؤمنين None,الطفله اللتي حركت مشاعر الملايين.. وأغضبت رئيس الصين ..
زوجة رئيس وزراء كندا وبنته ترتديان الحجاب في رمضان ،احتراما لمسلمي بلدهم. زوجة رئيس وزراء كندا وبنته ترتديان الحجاب في رمضان ،احتراما لمسلمي بلدهم. زوجة رئيس وزراء كندا وبنته ترتديان الحجاب في رمضان ،احتراما لمسلمي بلدهم. None,زوجة رئيس وزراء كندأ وبنته ترتديان الحجاب في رمضان ،احتراما لمسلمي بلدهم. الحمد لله على نعمة الإسلام.
"رئيس كوريا الشماليه يامر بإعدام الفاسدين وسراق المال العام هم وزوجاتهم .... حقيقة هذا هو الإجراء الرادع الذي يوقف حرامية نهب المال العام في بلدنا... شنو رأيكم 🤔
#كهرمانة رئيس كوريا الشماليه يامر بإعدام الفاسدين وسراق المال العام هم وزوجاتهم .... حقيقة هذا هو الإجراء الرادع الذي يوقف حرامية نهب المال العام في بلدنا... شنو رأيكم 🤔
#كهرمانة رئيس كوريا الشماليه يامر بإعدام الفاسدين وسراق المال العام هم وزوجاتهم .... حقيقة هذا هو الإجراء الرادع الذي يوقف حرامية نهب المال العام في بلدنا... شنو رأيكم 🤔
#كهرمانة None",رئيس كوريا الشمالية يأمر بإعدام الفاسدين في المال العام وزوجاتهم
"لما  ديلى نيوز البريطانية
تقول أن السيسى نقل مصر من دولة فقيرة تستورد لعب الأطفال من الصين الى دولة كبرى تصنع الطائرات والدبابات والبوارج الحربية والصواريخ وتسيطر على شرق البحر المتوسط بكنوزه وخيراته
يبقى اللى مش عاجبه يتفلق فعلا و يخبط راسه في اتخن عمود خرسانة لما  ديلى نيوز البريطانية
تقول أن السيسى نقل مصر من دولة فقيرة تستورد لعب الأطفال من الصين الى دولة كبرى تصنع الطائرات والدبابات والبوارج الحربية والصواريخ وتسيطر على شرق البحر المتوسط بكنوزه وخيراته
يبقى اللى مش عاجبه يتفلق فعلا و يخبط راسه في اتخن عمود خرسانة لما  ديلى نيوز البريطانية
تقول أن السيسى نقل مصر من دولة فقيرة تستورد لعب الأطفال من الصين الى دولة كبرى تصنع الطائرات والدبابات والبوارج الحربية والصواريخ وتسيطر على شرق البحر المتوسط بكنوزه وخيراته
يبقى اللى مش عاجبه يتفلق فعلا و يخبط راسه في اتخن عمود خرسانة None",لما ديلى نيوز البريطانية تقول أن السيسى نقل مصر من دولة فقيرة تستورد لعب الأطفال من الصين الى دولة كبرى تصنع الطائرات والدبابات
*قبيلة في تايلند إذا مات الزوج يتم دفن زوجته معه* *قبيلة في تايلند إذا مات الزوج يتم دفن زوجته معه* *قبيلة في تايلند إذا مات الزوج يتم دفن زوجته معه* None,فيديو لقبيلة في تايلاند تدفن الزوجة حيّة إلى جانب الزوج المتوفي؟
"الجزائر العاصمة 💔😥☹
#Yassin_H الجزائر العاصمة 💔😥☹
#Yassin_H الجزائر العاصمة 💔😥☹
#Yassin_H None",الجزائر العاصمة
